policy_id,section_number,category,policy_type,requirement_level,natural_language,original_text,references,has_references
HIPAA-0326,164.314(a)(i),Security Standards,Requirement,N/A,520 to have a notice may not use or disclose protected health information in a manner inconsistent with such notice.,520 to have a notice may not use or disclose protected health information in a manner inconsistent with such notice.,,No
HIPAA-0327,164.314(a)(iii),Security Standards,Requirement,N/A,To include a specific statement in its notice if it intends to engage in an activity listed in § 164.,to include a specific statement in its notice if it intends to engage in an activity listed in § 164.,,No
HIPAA-0328,164.314(a)(iii),Security Standards,Requirement,N/A,"(A)-(C ), may not use or disclose protected health information for such activities, unless the required statement is included in the notice.","(A)-(C ), may not use or disclose protected health information for such activities, unless the required statement is included in the notice.",,No
HIPAA-0329,164.314(a)(j),Security Standards,Requirement,N/A,Standar d: disclosures by whistleblowers and workforce member crime victims —.,Standar d: disclosures by whistleblowers and workforce member crime victims —.,,No
HIPAA-0330,164.314(a)(1),Security Standards,Requirement,N/A,"A covered entity is not consider ed to ha ve violated the requirements of this subpart if a member of its workforce or a business associate discloses protected health information, provided that:.","A covered entity is not consider ed to ha ve violated the requirements of this subpart if a member of its workforce or a business associate discloses protected health information, provided that:.",,No
HIPAA-0331,164.314(a)(i),Security Standards,Requirement,N/A,"The workforce member or business associate belie ves in good faith that the covered entity has engaged in conduct that is unlawful or other wise violates pr ofessional or clinical standards, or that the care, services, or conditions provided by the covered entity potentially endangers one or more patients, workers, or the public; and.","The workforce member or business associate belie ves in good faith that the covered entity has engaged in conduct that is unlawful or other wise violates pr ofessional or clinical standards, or that the care, services, or conditions provided by the covered entity potentially endangers one or more patients, workers, or the public; and.",,No
HIPAA-0332,164.314(a)(ii),Security Standards,Requirement,N/A,The disclosure is to: (A)A health oversight agency or public health authority authoriz ed by law to inv estigate or other wise o versee the relevant conductor conditions of the covered entity or to an appropriate health care accr editation or ganization for the purpose of reporting the allegation of failur e to meet pr ofessional standards or misconduct by the covered entity; or (B)An attorne y retained by or on behalf of the workforce member or business associate for the purpose of determining the legal options of the workforce member or business associate with r egar d to the conduct described in paragraph.,The disclosure is to: (A)A health oversight agency or public health authority authoriz ed by law to inv estigate or other wise o versee the relevant conductor conditions of the covered entity or to an appropriate health care accr editation or ganization for the purpose of reporting the allegation of failur e to meet pr ofessional standards or misconduct by the covered entity; or (B)An attorne y retained by or on behalf of the workforce member or business associate for the purpose of determining the legal options of the workforce member or business associate with r egar d to the conduct described in paragraph.,,No
HIPAA-0333,164.314(a)(i),Security Standards,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0334,164.314(a)(ii),Security Standards,Requirement,N/A,"(B) ( enhanced display) page 32 of 89[65 FR 82802 , Dec.","(B) ( enhanced display) page 32 of 89[65 FR 82802 , Dec.",,No
HIPAA-0335,164.314(a)(ii),Security Standards,Requirement,N/A,504 Uses and disc losur es: O rganizational r equir ement s.,504 Uses and disc losur es: O rganizational r equir ement s.,,No
